source	default_branch	head_count	tag_count	pr_ref_count	all_ref_content_status	chunk_id	refs_considered	content_entry_count	unique_blob_count	all_ref_content_sha256	evidence_path
115th-discomfited211/Awesome-Harness-Engineering	main	1	0	0	ok	chunk-0004	1	4	4	02da5187d134af8d788e11e39675cb421e35db1e156050f5223ffed00bb5666d	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
chalkagents/chalk-protocol	dev	5	1	75	ok	chunk-0005	81	7858	511	7e11195a33a097c6712b351da3124f3abffd3c808f70730ef3608bfa8a5b36a1	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
mike-diff/agent-harness-overview	main	1	0	0	ok	chunk-0002	1	50	50	85ab1477619e1853e1c5cc90c4196517334e86bb8891632a58d81c8e3e275ff6	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
ar27111994/agent-harness-demo-video	main	2	0	2	ok	chunk-0014	4	140	35	11b754f0519c7b02077275fb87e266c0182ad241e1c96ab4ae868555a7bc2dfc	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0014-2026-07-07.tsv
LAHacks2026/Obi_Laptop	main	5	0	2	ok	chunk-0015	7	648	188	fa9c81b79f0eb624931f307dfe50be6dcbcade9846227813cdaa2bb5dad2b74a	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0015-2026-07-07.tsv
allanpablo/forja	main	1	0	0	ok	chunk-0004	1	653	596	7f5bb9b8b40b0581d14347a66445cb1c530d05a692772db40d9e8b3bbc3cfdd4	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
lancekrogers/guild-core	main	4	0	5	ok	chunk-0019	9	14701	3455	d4edc108a8514e278e5a484057ae21bf22b7e40ea676c37ce3d52b0735d2ccc3	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0019-2026-07-07.tsv
Trusty-Squire/castellan	master	2	1	1	ok	chunk-0005	4	1954	723	d7c0c233f9694a28a54274fff4feecdc2b446dadfce6d4570191fc419184e35e	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
mike-diff/sesh	main	2	1	36	ok	chunk-0003	39	3909	265	ea59e03f2c2d1e441574717c012f4145dd179d3fb8f038e506f417786818b65b	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
OpenMind7/definitive-agent-harness-guide	main	1	0	0	ok	chunk-0002	1	17	17	151424644be5fdc32f88615dfa07ac5846b2b33260fcfe52056a369fdcf230eb	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
jacksonanstee/agent-harness-JA	main	1	0	12	ok	chunk-0003	13	1046	213	88717361997d2dfcfc35d4197f930c39611653307646e00a2a8846a1003678ec	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
kakineko/idea-search	main	1	0	0	ok	chunk-0003	1	81	79	99b70a08e8903d43f725225c5c90f2c6dcbc955c612dcb4b8700e2bc727cbcbd	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
bochen2029-pixel/keel	main	1	0	0	ok	chunk-0004	1	86	86	cf761c99eaf62158618e6faff7d9fbfc42dd3ae6c1da7d249e901b2acb6b9216	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
dsshap/pi-packages	main	1	0	0	ok	chunk-0003	1	78	75	c3c8db195df483070c98a6aa12a80297bea172326eace89ec4afc049cba97adc	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
graphrefly/graphrefly	main	2	0	2	ok	chunk-0008	4	360	189	b1005da00d98d7eac0b65841507efeaef2f9970f4cac12afef2f423cee4c19d2	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0008-2026-07-07.tsv
SunChJ/learn-agent-harness	main	2	0	2	ok	chunk-0002	4	126	34	22fe39fb045bc015657dce9992433e1c3ab8aadf60f98495adb7f0dd71b7d4b4	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
TorstenC/agent-harness-anatomy	main	1	0	0	ok	chunk-0003	1	21	20	00214385372b29dec4355df2d0c8d770d241cc8eb74b69d04e8508e82a3e28a9	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
selfradiance/reapproval-gate	main	1	1	0	ok	chunk-0002	2	54	27	d760920361bab195ae20d0758f8175c3c7c777e43e25251e291cd43f0c84f5fb	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
AmazingPeach/agent-startup-map	main	1	0	0	ok	chunk-0001	1	8	8	3e2208a3e7af2401c880da525c68b5bf4626d331002ea36818e9561cb571a4db	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
Anandesh-Sharma/awesome-agent-harnesses	main	1	0	0	ok	chunk-0001	1	3	3	bbb69ad8ca1516cce86e4cbb61fed90fd8c87bbd51989be4bca3efcb9d4e6f93	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
graphrefly/graphrefly-py	main	3	21	1	ok	chunk-0006	25	6773	817	79f5551790afa7e4d2d6f2e38195689ac748f5721fd05e50ec157fe4fd8d884d	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0006-2026-07-07.tsv
DDS-Solutions/Autonomous-Agentic-Tadpole	main	1	0	0	ok	chunk-0013	1	1121	1100	15da098bcc7f9b5f5fff8e0f4827793d8211fac535d26f8fc2aa86f5b09a77ee	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0013-2026-07-07.tsv
davidemiceli/puro-agent-harness	main	1	4	5	ok	chunk-0005	10	1413	252	c9ecd6c3417dcdd7fb916f7ec3e203bc61f2ebb95228e68493258d8d3f3922cf	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
MadKangYu/document-harness-meetup	main	1	0	1	ok	chunk-0002	2	44	22	05e4ec1e642a96860c9ebc18e62d75d7243919006152a043c77538695cf1992b	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
motivated-groupthink347/boss-skill	main	1	0	0	ok	chunk-0004	1	48	48	aa4d61a46573a01a79411c39b43fa1c6f95e82882edafd9d95e2d3edd457054c	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
Daffiburrlike452/agent-harness-generator	main	1	0	0	ok	chunk-0011	1	846	694	88bdeea8a14d961e3337a1b401fcfad64892f5247474d4a84068c00cd9806479	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0011-2026-07-07.tsv
lelik1813/claw-code-java	main	1	1	0	ok	chunk-0006	2	832	416	7ad1662b7597e2e992987b1e3b8a4494747f036e396bee6c9a0080fe46798226	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0006-2026-07-07.tsv
ATaylorAerospace/Deterministic-Agent-Harness	main	1	0	5	ok	chunk-0003	6	97	20	834a62e628cc15aaec83a64e312238db7afc4b19b3eeb352f955664bb0ce8b07	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
aaravriyer193/Agtx-code	main	1	0	0	ok	chunk-0001	1	20	20	3ffcd2c3e088216a031a89df93002cdbc693abfd586be6e33e4cf247338fd86b	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
aray-17/code-capsules	main	2	1	2	ok	chunk-0007	5	1449	501	1c4652d2e1228762529d038ed8e6fb19c057833408bf6dc045f4c471b2376a3a	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0007-2026-07-07.tsv
logiccrafterdz/SAHA	master	1	0	0	ok	chunk-0003	1	89	89	3b2d6b64c615ab14745b8740d9223313d781ac9d045d28cb29e1ef4379a1a063	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
NeoCh3n/HiveForge	main	1	0	0	ok	chunk-0003	1	54	54	f13b7e21abea55ac4446de36639870151b8be03bea46f9ceb21022e3b3f74101	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
ProblemFactory/vibespace	master	2	41	16	ok	chunk-0015	59	5557	891	59fe1ae979768b8814583224ca76f76650b6a01bf0b42638240c279a21be7c05	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0015-2026-07-07.tsv
Ruafieldphase/trinity-agi	main	1	1	0	ok	chunk-0020	2	3601	1798	7e27788ee7795988cf3ea51def02165f51f4d4354562219bb7c10519a595f638	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0020-2026-07-07.tsv
XXY-CH/Agnet	main	1	0	0	ok	chunk-0004	1	282	282	cc576625e997f9064626414f3a1b4204565cadb8fc8f0275755dc06a8fc1dfa8	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
netsky-prod/harness-spectrum	main	1	0	0	ok	chunk-0001	1	11	11	28377341e593c63a452390d2f2ad70a6bc213b707fd2ce6052be522064199f6a	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
benlongmao/Self-becoming-zh	main	1	4	0	ok	chunk-0006	5	1922	533	edb66990907cdc0bd6a3b9e7e7ee9966843803729a4e96370d6a3e4f742079ad	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0006-2026-07-07.tsv
headcrabz/horizonX	master	1	1	0	ok	chunk-0003	2	181	92	c8ec0755a075355cf0330806e32fc6b9a6228657532bc05a7df1f8049fd99ea2	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
rohaquinlop/michin	main	10	0	10	ok	chunk-0004	20	2520	160	99bf844db471c9d0c50f9760ea1c94c16f3fa518f8fe7a0233fd8cec85838088	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
jiangyinzuo/agentic-software-engineering	main	1	0	0	ok	chunk-0001	1	19	19	dd3d969df924d7ad27a5439e97be85cfdcf7c9414fd93ca3555578c8144dff3c	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
az9713/localforge-agent-harness-study	main	1	0	0	ok	chunk-0005	1	256	226	c02e8432cfae5df691d1eb99d6a2a5b7f2092857b13b8316c09c9658badd6230	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
loveliiivelaugh/memoryme	main	2	1	3	ok	chunk-0006	6	767	153	3bfffbc383700f1c6e12d766aa3b26c9e62fd504e885f998da9a7fc79e513868	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0006-2026-07-07.tsv
qwc2869/product-to-tiktok-agent-ralphthon	main	1	0	0	ok	chunk-0001	1	27	24	3ba34ca114dce56ea955ed012f67c82b5ea3207d2f9af5e66c208e14a7a3ee9f	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
portpowered/you-agent-factory-docs	main	40	0	38	ok	chunk-0004	78	18216	926	d37f315aec021cb3c2cb49445a9f06a535cfa9ed11c12ca76dcc4b7b43e5e0d7	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
cogimanus/my-harness	main	1	0	0	ok	chunk-0001	1	28	28	4e61ea2ef3c02e196a5436e322425d79245ee85f6e5a0fdd67d7df37ec5d32b6	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
meetsoma/website	main	2	0	2	ok	chunk-0019	4	1211	618	e1cf193c30aa7c07f369115966632f3093069b43f7beb0c328176d8a4c3a4d86	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0019-2026-07-07.tsv
maisieyang/build-my-own-harness	main	1	3	1	ok	chunk-0005	5	2071	616	c92695a294bc11b6fb7ca4a576dcab5bc4b8fac1afc6272000e94e64a92f5490	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
dunkeln/murdock	mucho	1	0	0	ok	chunk-0004	1	232	232	124e5ab991948d92b0796670b132da94fba738fbba51ddc63be6b2a8ba0da273	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
yufengtianyufeng/agent-harness-workflow	main	1	1	0	ok	chunk-0001	2	50	25	ff61c1e00d75e3b064ade636ab326ec9909b1c75a4b7c3e2f9825ba1a88bf689	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
354685856-sn/claude-code-skills	main	1	1	0	ok	chunk-0001	2	30	15	8388fc069d841b1bb153b5ead8f43f42e07bee237deccc9617d7ebf3f7ae5a20	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
CheemsaDoge/tcs-cosheaf	main	15	18	302	ok	chunk-0005	335	123024	2686	35fd652ee14208cb94810173e4bb225cfbd6f8696d367d1ec0d790b38496ce3c	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0005-2026-07-07.tsv
zachxtr/portable-agent-harness	main	1	0	0	ok	chunk-0012	1	80	72	990d021c6c9cd75b1d0376d80a7fd8add9c2d543a720a59bbe241d8cda9920d8	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0012-2026-07-07.tsv
thomas0124/ralph	main	1	3	0	ok	chunk-0002	4	352	86	c2cfabee14f6fedd20217e5351ff698a3425b198d44a00835ddcbe3a454504a2	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
RubenHaisma/rl-studio	main	1	0	0	ok	chunk-0003	1	45	45	aa991be6c8f258a912efbce8f06308449c86757af8a5b5de2a97f54b1e830d6b	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
luckzy14-afk/agent-harness-orchestrator	main	1	0	0	ok	chunk-0004	1	4	4	6e89058244853b409a0bb75964d2d5891d8bf088e1c81ff627207719f20c7f98	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
penglei0501/agent-harness-lab	main	9	0	0	ok	chunk-0004	9	1848	281	bb42cf342cafcbb97b95ab33936658f58857dcd73f4f5c49114f7af50dcf55a1	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
Mrbaeksang/solopilot	main	1	1	0	ok	chunk-0001	2	20	14	401980c835f7b34f4c6638a180797063734c0e2119505a4cdc8226b59476c69c	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
yubi00/portfolio-assistant-langgraph	main	1	0	0	ok	chunk-0004	1	66	66	bcc6e86c7d702f007bdf6ee38fc2a423dc8fd14fc34e3767f19aa8db9276f87b	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
qazasd2518995/helmsman	main	1	0	0	ok	chunk-0001	1	23	23	59a56ae452c3871126d54c031d5f151a68bc8bb7f6f4dc284598d19f0887b49a	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
selfradiance/agent-interrupt-receipt	main	1	1	0	ok	chunk-0001	2	50	25	ed14ad2396feb4f797da98dee71ba03da9a199362c384d3606935e5cd240e6c0	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
kolife01/evifarm	main	1	1	0	ok	chunk-0003	2	92	45	4c294a0c6b64e2bf42e53519f06676c174c8a67cf12d3c37bdd87af714b01b58	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
duck-lint/Semantic-Geometry-CLI-Harness	two	2	0	0	ok	chunk-0004	2	164	150	e792707b31ccaf7a06617e5c7a0a208d105fa52286a7504cf5f5d08d15af2dda	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
Warzone-Team/autopilot-coordinator-flow	main	1	0	0	ok	chunk-0004	1	4	4	694d96faa4c0bd9dca9edfdf90630cb2fa767df79601b073dab8762a6f7a34d8	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
Mattyreed1/fractal-agent-team-starter	main	1	0	0	ok	chunk-0003	1	72	69	de743677f1b6cea732886900730f89ef781b38be2529cfe2b0b473d7e63adb60	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
angelnicolasc/forge	main	1	2	0	ok	chunk-0004	3	709	331	2b9c2d13f13e2e552a0d37c5b7324db6f90a22bb75f722fae0254852419fa330	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
greg-asher/oh-my-lawd	main	1	0	6	ok	chunk-0002	7	206	69	27ad2f1098bff5570d574a902c075503eed1eba14bedcc9a9d2ed2dfa21335c7	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
Norinatiring463/loop-engineering	main	1	0	0	ok	chunk-0004	1	20	20	8f4d9072b91a6ab3873f35fc138abbed048bd92aa4b681a886bf15c238c05175	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
VibeCodingNights/portable-harnesses	main	1	0	0	ok	chunk-0003	1	51	49	8822fd715fa89e1811f7c9f9f0feb5da1cd8cdc9a2797c439605c1e7822f4b5d	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
ShenAC-SAC/AdaHarness	main	1	0	0	ok	chunk-0004	1	54	54	7ae275598a2837ccfdb28d83279f53ff6dc74f8b6771a7f9ecc3c21cb7454ad5	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
smithg09/arcgentic	main	3	0	3	ok	chunk-0020	6	1682	338	6b89492dc1269edba88fbbf97e6145472ad85014bee8f23bed08a8c9f08c7a52	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0020-2026-07-07.tsv
dunkeln/signals	mucho	1	0	0	ok	chunk-0003	1	76	76	16c7ce0accf0985dbcf6d6d47ba8a2f2797bfaabe346ec784fb8700a2ba9d3ca	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
farhan0167/minimal-agent	main	1	0	15	ok	chunk-0004	16	2446	419	884f63cdea0b7311b4c10a1183c97bdb112e0a1ff8f0cb96923327b9b944b368	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
0xenzyme/agent-harness	main	2	1	0	ok	chunk-0007	3	398	221	cce1c427197780bdadc9c828b24e1955f6e470245d4e4c872efe1758a6db19b0	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0007-2026-07-07.tsv
nqtiendat/harness-agent-framework	main	2	0	1	ok	chunk-0002	3	261	87	d84d1886e7331754de505e9468613aaa088473d531fe8a2833eade6950433e22	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
bigwaveml/bigwave	main	5	1	11	ok	chunk-0004	17	12482	804	5cdd5c7c26b6f4b187fcd82300d135cd98a50e0883e7cccd28a4b382a7b3f8b1	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
lumatic2/askewly-harness	master	1	0	0	ok	chunk-0002	1	35	35	d0a31c63d9665531e17f2a2c405e88370b8fd9355ade1a66bbf5fd041b2eb9ac	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
354685856-sn/354685856-sn	main	1	0	0	ok	chunk-0001	1	1	1	5bf8d89e1299d3f2f926db6304e8660e179aeb322195adb847a05792da3ff1f2	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
zhangyi-nb1/localflow	main	1	40	0	ok	chunk-0012	41	11769	990	5e4b6037bfb02ed27e908bc2898ecfeb4288fc263b34bbb2aec6927699b76420	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0012-2026-07-07.tsv
assimovt/harness-from-scratch	main	1	0	0	ok	chunk-0001	1	22	22	580f7ee5a4e72b64259cc8aaaefeb72a47e82af3d9f25e8d2e5f12a896ce76a9	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
arsham/rivet	master	1	4	0	ok	chunk-0011	5	12243	4962	eb47633f567a44f037a05154fe42f37e1c697ce8b5fdb0d2058f4c275d043481	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0011-2026-07-07.tsv
ink-charon/codepilot_lite	main	6	0	5	ok	chunk-0002	11	359	57	d4792cbba71bbfe1ce38c3247c5f97577dfd1dcb5c4fa1c0fc3b7be3bb461665	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
ziyilam3999/local-first-agent-harness	main	12	3	33	ok	chunk-0003	48	2185	136	149391ee226a63c51193e0ae3257f8f35b200ece4d38eadcde22741a8f8dc4ee	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
liuchao1637/longrun-agent-harness	main	1	0	0	ok	chunk-0001	1	24	24	50b0211412d537bbf0498fa7fd1b8ec290fdbff555c9189726053a749521796f	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
mandarnilange/agentforge	main	1	6	19	ok	chunk-0004	26	15124	845	b2decd244b80d1dbb4f6b7f72bcfc77545ba5c2fa57d620302104fbf186512a1	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
barry166/tiny-claw	codex/session-plan-mode-cli	1	0	0	ok	chunk-0003	1	134	134	c081a60cfc093b3b7e40de5b517479d7ea02c2133954f69b5d9e7da1dd0c5e43	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0003-2026-07-07.tsv
Ruafieldphase/shion-ai	main	1	1	0	ok	chunk-0004	2	590	390	f2802d6b4019622e55ac0c504b02415b1987757ea0ff2cbbaa263e4112db1d89	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0004-2026-07-07.tsv
hhamja/loopkit	main	1	0	0	ok	chunk-0002	1	63	43	856c7dddcf2b1634f0e49d58c22ff3f4d28f5a869b1749585d1130dd49e5662a	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0002-2026-07-07.tsv
354685856-sn/claude-obsidian-learning	master	1	0	0	ok	chunk-0001	1	7	7	76f49979eedcde2023bba4ec293e5b2e3f8c40baeeaa8c251fc8ef4226840a59	docs/governance/helix-agent-harness-topic-all-ref-content-chunk-0001-2026-07-07.tsv
