source	default_branch	tree_status	file_count	tree_sha256
desty/isms-p-assist	main	ok	47	d545bf1807666f849550025c17435d1c4f3290b18a8496a5c110fadd4468040a
frankxai/agentic-ops-hub	main	ok	71	eebbdf8d525a896b9bb5fd5fdfbe071bef928ab4d3a51159c792bda8ea38c980
tahasiddiquii/ai-harness	main	ok	48	4c15b91db0537717ace8b2da4f4e9d40ab2d210d8838fa911a31f8389d6a31e0
Luis247911/universal-ai-workspace-foundation	main	ok	193	0a838d809088c16dd64f1ca9c3c9ee6a480878757f663a6f1a5b2dc23ee495a4
svenbecht/00Z	main	ok	153	b58ba6355d94ca36813ef82a748f9c5a96964833f7fd6d4bbc77659a4c3d46f9
aelaguiz/rally	main	ok	240	338ed92b61b6fe0be35cfcd141c906fbc372f55459a335942462d82046f28749
minzique/pi-team	main	ok	35	1313c82880afbaaaed2bd9eb2f743e5b0099640c0eecb02aa908fb1d0e88e1f5
IshiharaHaruki/awesome-loop-engineering	main	ok	3	60ba759329d6ea0d036c3a6e422dada9ab472df72759151cb52c623f751d0af2
SyntagmaNull/ai-agent-reliability-harness	main	ok	72	9858444a61b658181df66b3953a73bfa6a24046f47d6bbec6cfdb9c3786a0775
roverdude24/agentic-visual-grounding-rubric	main	ok	25	bd613f67f2f3c3bbf534ab659576b957e37bba7c47431a1a089a29a02ed16d4d
selfradiance/rollback-receipt	main	ok	23	e029f2f5b2358e7057bb94b978d6b64bb52f77fa6a8bacdcab486228fbbe5f09
noopolis/daimon	main	ok	47	5f2826082970f9f0a954a02b4b724648856e9a959d53d812bbd37578fe8101ee
selfradiance/work-session-ledger	main	ok	26	9df39e86a85a350556bee472b33733ce08cbdd9750cce7ad1035daaa463b0ec6
CarlSR9001/whetstone	master	ok	121	1a813e1e831f5674e69285982ed6157bf29cf54c69c338ec3f1d48db620d704d
TristanBietsch/rex	master	ok	231	c304d3cff39fa5e0803d1b7004659956616e73ae939e60164d4b435e8971366f
sun9huni/claude-codex-coordination	main	ok	99	adcd0f07dee38f8e7f68f1ead5ca975fd64195de77d6608d2297ccb7f4a8bd14
Chris-Rebentisch/dualpass	main	ok	90	7962fcd13296c160209b4a9299ee805bba1720dfafc1fa3f5299d715be84d198
hhamja/loop-engineering-architecture	main	ok	86	c32101bb6db5c068400990deed7f093093a1d1e650b3c1cabef663917df070e6
Botfather90/digiton-agent-fleet	main	ok	22	baac1dfd36dc1b15515ff787a2d7a87e738c677671e162251c797c5d38525147
gongke-cxt/claw-code-main	main	ok	220	1f5c38d0b026e6fb1305ef1c43ae92da028f4e910787308b753a5a6c542d3999
kulapoo/opencode-agent-harness	main	ok	165	1c85071015c97a3848b048780f7292e5e631a93175f110322dc574dd40a2a5a0
mcfordblessings2-cloud/agent-orchestra-bootloader	main	ok	1	d0919d5bb7576d4b1a495856f1e561985d1063a8e22c74dfb90a5267c165331d
OctavianTocan/openclaw-claude-max-agent-sdk-harness	main	ok	27	fcdca978c931a187f49f4464c3440a4abc5e580d720c3cd30bcf6cc4ce38ca9d
bowen31337/claw-forge-plugin	main	ok	70	f7407564fa5ece3230ca91e74850f4f47720a41d5d47bfac4c93c262f940f57e
HellenAngeli/claw-forge	main	ok	4	e96e4f65dd50a62081b0fafe508c8516af5c0acf1c6f67f9b92b1765e65e129f
PoLP0ot/hermes-claude-harness	main	ok	48	17d2fca11bc9fe82188ada033b38701cab168b6ae0e0400c8143297f74117d5c
s-hiraoku/codex-harnesses	main	ok	117	8b1ec36db438f1b439a13ea0d84f708a246ecdf00c15426d96654a014f087f71
WhiteNoiseK/multi-agent-harness-loop-starter	main	ok	123	953db0e1d35e2ee123eafca31057321fc5070e29adb245b98328fd03ec672d03
Arakiss/greco	main	ok	81	8605c7fb03b3405dd4c51d77c1ad1e159b64b72eaa74c3c00e9da622672615d6
ghbvf/bridle	main	ok	27	3ca1826b8d75534851b089ea699c24591439ee403ca51a430b4183892abfb75f
premsai-pendela/NexusIQ-AI	main	ok	181	29cf7e1918c3d818774a76f55f990dc381777d90aa3fc50ea31d0b582e2e8e05
bharat3645/The-Ideal-Harness	main	ok	125	ec0489a868ee8d907b20d429a2c0e081d8e7c162968c516ae055597d79d7b98b
marius-patrik/agents-harness	main	ok	48	9a1cc1ee27c5664093b7ea780e076cd908ce2e9454f7a4e695a11f299091bc8c
KranzL/jje	main	ok	877	2b6d319ed00d2520820e0ffe14b6b3ccac3d993fd147b854570abd32dec659c3
GeniusTechnoMystic/agentic-swe-grounding-system	main	ok	161	93c78c1d980a8887527eef7e26fa4eabb8bf5c5d8726abd05044c735d8a228a6
sunrisefromdark/sunrisefromdark.github.io	main	ok	14	8cfe966a8722dd9e992e1e454613d8a9fd7a8a453407146560c1d14ed0fd6497
WhiteNoiseK/claude-codex-harness-loop-starter	main	ok	112	95df6334ec0648959217b6eac8ff84fb17dcca13e36050dfcb6a951c09520b67
hanlinlibham/able-harness-kit	main	ok	15	beaa106dc24f5658c4a3b92253cc4f653104cba8edb3237d984c760f75b433d1
unified-methods-division/vigil	main	ok	27	b00b6ce2d72f2b06bca7fb61102edf62ef62977f42e72eab5d1828138132ccaa
X-McKay/bakudo	main	ok	98	c22e64f1aa3911e79499b93f01e5dada91210b94d970d8abbccaa8a429ff84de
estefanotuyama/radio-mcp	master	ok	69	333010ed43f1a79bb55125635c9e7cfd57c51ba03f02ad68343b80b43566af4b
danielvogler/deep-agent-swe-harness	main	ok	27	7d269efb7684371030046c492c5763023cbf64ef764be2f22cd5a0529ff17e07
m83iyer/upbringing	main	ok	29	bbf589b1df20bece2d3469ae8fee58b969d8da76d59210bce99b4085f95d8c1e
sujalmanpara/harness-engine	main	ok	22	1b9b5cfca79ffc089ad0b83f69a879df7f10d336a7c3c1fa1d20652a7f639baa
dangeranger/conductor	main	ok	82	c15ade8d171003f51a8cbae36551a7a7fe0a98c16ad11d7773ed91ab70e8313f
primorLee/harnesslab	main	ok	44	5528384a8eb9f254dbc88ca93a4f02ad29e498309676a32a03d7f569e08e70c7
BraveCowNoFear/BraveCow-Harness-Codex	main	ok	21	df942bb939faa94e36e837b6574d669baafcc69c51a1e064f5195a6fb9a19368
netsky-prod/meta-harness	main	ok	27	9d1825735d1f75d6380ff1f82a1681e78da629b039ae1767f24926efd251b985
blixxurd/context-agent-harnesses	main	ok	76	1b54f18a825ef8f2641cd61536c677e1ab8b0e30dd52be63887b332b10ec74f8
elvismusli/onlyharness	main	ok	177	43c8a35133dfad6ccd6a91218bfeb19d80562933f0c5d69dc1212d21205b2131
selfradiance/contextgate	main	ok	21	b4c5105b22e1aff6c295c2442ef12f261a9b1310b2f008d9afaddcfff8a7de36
codexceed/avatar-harness	main	ok	256	2c883104bad61d8d8cb77ca92b783f04134fde3e47810ce0553b1020ea920133
SebastianBoehler/degov-agent-harness	master	ok	38	33d8e245fc6ee9ab862457bf591b3626300d787cf997e25ed93991a03b7469e4
to-real/awesome-agent-harness	master	ok	8	66b2d53b7f76b6799ed55444897abb4289127b879c25acddecacac27291c08ce
115th-discomfited211/Awesome-Harness-Engineering	main	ok	4	092c0c4fc91895354ca02e2141f2ea49b2caa244570b05415fc33a334210dc77
chalkagents/chalk-protocol	dev	ok	167	cf4978bf8a267946c8bce43f563edfbb3c89930491da18c11fbe0bcd741f35ab
jaredboynton/unifable	main	ok	682	24a193ead58281f3cb724143bc1c4a7a7c0cc96cbb4cfa199bcd897897f6852b
ar27111994/agent-harness-demo-video	main	ok	35	093272388429d3bf1e335ce571500fa1cd0e500bc02905886e251cc91d2b2d07
elhenro/bee	main	ok	894	80ee2f76c0fcd88cb861c097ef84742fa1d121dcabb9e51f0ffee95f7f6e4d1d
mike-diff/agent-harness-overview	main	ok	50	d02f0c5240e9bfff15eadd2a35f1877787d8ffc5d12b9b31d3463580e0a72eee
allanpablo/forja	main	ok	653	39c7a287ea5761e7677bde2be3573206d6e1a1a8458bb7d67156363e30a0a8b8
SunChJ/learn-agent-harness	main	ok	38	5a78bdde845fa325ef0b7644a3095e986a94fb6af0a58b2b7191f15678f9ffca
LAHacks2026/Obi_Laptop	main	ok	96	e59921b5ca5ba9bf5dc598e52ae6cfdaab4c612f7d00f859422d262d4d909165
OpenMind7/definitive-agent-harness-guide	main	ok	17	2af40f4052e58a23ba6b1c53aa4cd7eb7d63016b79225b6004770a6ba32c1274
mike-diff/sesh	main	ok	112	883259cff817ca762239b1a2c667a8293b9954a6d1a34e33e104078f6bc5c703
Trusty-Squire/castellan	master	ok	447	86c18c2f7aa4edfee4c669ac45af7f74280ee28f327b5664f48b2bd6e4048bc1
jacksonanstee/agent-harness-JA	main	ok	123	99b585f912321e4801632147e73ac4dee63c57ee9fb12f8fd3815cab30194386
lancekrogers/guild-core	main	ok	2086	5d07b9c6bda174efa9e4400f43db7bc84282504e32db4b0e961c6d68defe4268
kakineko/idea-search	main	ok	81	2e36ca89013e2e5c73ff97cf36ba329e30e3a258bc4634de0fce294b44cb1f7a
graphrefly/graphrefly	main	ok	171	f121c721bf5c75dd053848969bf0d519c068133385f39aaa0ecfae1215de8745
dsshap/pi-packages	main	ok	78	539bcb6efef5b1aadc91040b812cbc84bd219318e361bc6f20c0b46845c16f47
Anandesh-Sharma/awesome-agent-harnesses	main	ok	3	60ba759329d6ea0d036c3a6e422dada9ab472df72759151cb52c623f751d0af2
bochen2029-pixel/keel	main	ok	86	31f8be97d33bc783b3dd3321fe690050cc9436f637ac0365f88b15d06f6e38e7
TorstenC/agent-harness-anatomy	main	ok	21	0b7529177fdb65858cd1a866cc36d3d2f74b61d1820c048297530555f11346d6
selfradiance/reapproval-gate	main	ok	27	2ad6cad554274ec86023a646aea58740e8cb1f0f26f97775bc2ed96c07585d69
AmazingPeach/agent-startup-map	main	ok	8	763f0bc3dea7db4d7ff8f800134c49937890ed2289fe8a45f6ba0e70eee2d826
graphrefly/graphrefly-py	main	ok	130	8b7abff4c3f0256f57b1d11c2aa3e1ecd0ea7168e53f997b753cacae3c2c3f98
MadKangYu/document-harness-meetup	main	ok	22	14e7f404543f6cfa337df974916da8f8fabc276b34af8a85d3a0ae3638a9423b
davidemiceli/puro-agent-harness	main	ok	135	ba407b79511360b264ad6667e9649639b242a190f897371b7d2de3d6f23016c7
motivated-groupthink347/boss-skill	main	ok	48	f72585990e05bea04c374e289b0a7d481bb25a65509e1e6213e2f128c9560d58
Daffiburrlike452/agent-harness-generator	main	ok	846	40ae582ecf190ea6fd9be9882b7f7f31bae89c9e830fef18cada2cd49d5e7fdc
lelik1813/claw-code-java	main	ok	416	6402db4b87adfc891539da4e7706b4bbb05ad767d041a280d0e9a380ef11a440
aaravriyer193/Agtx-code	main	ok	20	42227b7f40b402c2d1c2a7489e3f47a64cb82e49dcaba82e8c838bdb3298328a
ATaylorAerospace/Deterministic-Agent-Harness	main	ok	18	5f8dfa58a90f703aecd6a72d3c47d074e5929fdaefa7edfe1928268069d35a6f
DDS-Solutions/Autonomous-Agentic-Tadpole	main	ok	1122	f30f2e1f2b2cc3a4a1f14cb1c17acc5451564cca1436f8e6f38d7be26f532660
aray-17/code-capsules	main	ok	210	0431de2ce4127ba2e60269decb1d94cfa706f659a79b6a3293f3f86f4eab3f20
logiccrafterdz/SAHA	master	ok	89	1a802b460f63c7ac7d6b89f6495b1faf271f287012dc1e311ea2ca5d88547254
NeoCh3n/HiveForge	main	ok	57	592cabbcd082c6eafedcea69a5a0a954e478904dafc4e5fd56e0b4141053a00f
ProblemFactory/vibespace	master	ok	146	2af18f2eb3edb5c1cd97bd205a36615cb43645acc2a6605d93fdbf9bbe25708f
netsky-prod/harness-spectrum	main	ok	11	749607abe819f71fcea2d7a04462d3b9ed65c8cfc89de681f10fbc346b1f26d0
headcrabz/horizonX	master	ok	91	d5ecbd3b00f9b03e5596802482f620f6707d933e872e83c600d90a9beda00a98
rohaquinlop/michin	main	ok	126	836fc143a74e2b84acb3d438c776f09ede56ac1595f0aefffbf657e703aa1fc4
XXY-CH/Agnet	main	ok	282	d5b2101bbc7a9db824874cfdabe77374486f75ec8eefc56ebfa35a87ff91cc4b
benlongmao/Self-becoming-zh	main	ok	418	277171793c085234ac8ffbff9f03f211d1b1508e6f0a55823d1eb6e943d66d2a
az9713/localforge-agent-harness-study	main	ok	256	cf2f3a6d0e1023b3a4a019f1c712632148796b099f1d6f909d42ee5954d04075
loveliiivelaugh/memoryme	main	ok	133	388c934a8e06f3a2e133606f77ec83e54cdf46be518e114fb5b7ac8c6deb5b97
Ruafieldphase/trinity-agi	main	ok	1791	15cdd6e3afe9c7f5ca145ad98cde611b9ead8a13e84f2c92fd9b492209f8d041
qwc2869/product-to-tiktok-agent-ralphthon	main	ok	27	0e9e8f64228b6543c5df18889e50c60bd9d9de4506162af1cfa003081e245e27
cogimanus/my-harness	main	ok	28	2332a2ee5913f0109eb0d18406eff1c022933085550a939d663b33ce4e448796
jiangyinzuo/agentic-software-engineering	main	ok	19	11d321fc59d896b6724a6885a817caf33f2d50aa40637302c95f3624dad3e88c
yufengtianyufeng/agent-harness-workflow	main	ok	25	9f8870a41959fdb2ffb601c2a2daafbdc7a4e63fd5332eb6f2458fdd3c199e56
maisieyang/build-my-own-harness	main	ok	523	a8ceb9d4dc7218144d23c04068845980744cafaf319e9494ce9deae26c9126e0
dunkeln/murdock	mucho	ok	232	9ac390da344850dcf95ef5f32cfa128af57d1c0373dee2f530bdbdcb51b325d8
354685856-sn/claude-code-skills	main	ok	15	5bdc0e783f4d4d59501bef16102032cc04804487c23861dc72b84ad58075cd3f
meetsoma/website	main	ok	544	30a504953920182ee8302090d89cdbd7b0807f0ac2eccd95731c16cf27f26f56
zachxtr/portable-agent-harness	main	ok	80	c1ad65acf9ed66a768e54638dfd1235a3e864073d5cdf62e43bb7fde85087169
CheemsaDoge/tcs-cosheaf	main	ok	684	3c986cb0285380d5eb0e050bfceb7a3feb932b3383a51e1b5eac4e9228b08a37
Mrbaeksang/solopilot	main	ok	10	2926d8a97cc9b11194aafa6344d0990a4a2c28ae74c51d6d20e2d00ee6d2f227
thomas0124/ralph	main	ok	88	e682bd6349659499cd68a01a4e6846b64a77dad380ee600ebe1df50ebdee2e62
RubenHaisma/rl-studio	main	ok	45	b3499f829b1fe7c50f9cf82052320ec9b8b223a0841bb6d851acbaaefddbb2b8
penglei0501/agent-harness-lab	main	ok	215	73832c1f86ef1c761a1b0ef7069c40c327d27ecb3985c4798574bc895128c0f5
qazasd2518995/helmsman	main	ok	23	17587a9f43f97290563cbb912acaebc9a3a04959be0b3ed1ad1cdb843794dc2f
portpowered/you-agent-factory-docs	main	ok	308	1ee6e6d979b17bd8ca2181b3077d79e043bb4a613fff805ccf968678fa9d2b0c
yubi00/portfolio-assistant-langgraph	main	ok	66	88d4ff43d4eca6032fb594e5e8b08ef6bc6162adaf87d02c2132d44d9f94223e
selfradiance/agent-interrupt-receipt	main	ok	25	8bbdd710df54bf6b2a6c31302261384efd9a9317342154110084b43fbfe097c2
luckzy14-afk/agent-harness-orchestrator	main	ok	4	5661bb3b6927b97293575da3587f7ce48890afd8e47f7a646c5cccd7a1dad570
kolife01/evifarm	main	ok	46	65f3d3b3965cc93ed39b25d24efa6afd2621ee967c72492ba812d52c0efc22df
Mattyreed1/fractal-agent-team-starter	main	ok	72	29b4adda7fca09bb3251bc5b563bdf71519007281dbbdaf00e792a8462227899
greg-asher/oh-my-lawd	main	ok	37	4e3bfbe5a5e5eb6607df0a382839afc602844d324b561f6cdc47696992026226
Warzone-Team/autopilot-coordinator-flow	main	ok	4	df3d4f6d5f3c8a5158d1979159fe56fea1c10c30a8dee433938153d2747f7b0d
duck-lint/Semantic-Geometry-CLI-Harness	two	ok	115	06c493d6bfd23722ab7cee2ae7f1deae8a12046ba9bc189a96433df0f7eda2f4
VibeCodingNights/portable-harnesses	main	ok	51	1f0d1b1785132f72bef69c8006ba27d0643858be918c9e576acb4900e39842c2
angelnicolasc/forge	main	ok	241	412c52d945edf63fc0b5446625b71135419a1e0d56e2a71e57e81951d3b202b2
Norinatiring463/loop-engineering	main	ok	20	aeeafb89487f0740dc71b6c5aa0f90895d7c911788e0b4283fa34d8ee071fae4
ShenAC-SAC/AdaHarness	main	ok	54	7d69b47ad99d48faff0331243dd6c8a46c426e277a19b10b92f57681a5553116
dunkeln/signals	mucho	ok	76	ce6ad9f45c334b69605e412888bd69dab3186d96a8145ece225b0be48088fd54
smithg09/arcgentic	main	ok	295	0873f7d13f1d471abbb47c4cfe942cd4a0035e14ef8e1b6442c7704e2081ca1f
lumatic2/askewly-harness	master	ok	35	3eb0c396330533e9d6850a0da03cc58a7c98dbf78296228515fafeba471b96f7
nqtiendat/harness-agent-framework	main	ok	87	1c653277435a31db58cdf0e587d3c23d56491d6deec49f0f02c8c0fe1b4e69c5
0xenzyme/agent-harness	main	ok	150	d04608e5eb8817124db1408b5a0267b2c539627a9aadd18b20e9b35e4acb637c
354685856-sn/354685856-sn	main	ok	1	d0919d5bb7576d4b1a495856f1e561985d1063a8e22c74dfb90a5267c165331d
farhan0167/minimal-agent	main	ok	210	232661657e4b39b445441a7b0bec096e62b3362a06d51bed2da180753497301f
bigwaveml/bigwave	main	ok	752	99a363a87f94f2b0c01eda4121cb8d62533966cd3aeef22aeb05f647bde1c56b
zhangyi-nb1/localflow	main	ok	481	9845c77b0bff4efe1a85241cdc543868e99b6e3e84cc0b56e0965448a51f9ba3
assimovt/harness-from-scratch	main	ok	22	a976ee687c1c93276df9fd7903ea533ca1d44aeb8d8219f41a1334b1b11cfe5e
ziyilam3999/local-first-agent-harness	main	ok	62	ed595a888a45c0c09d109e51bb2987a7618809517e81cbc71aa6a896d640c30a
liuchao1637/longrun-agent-harness	main	ok	24	fd006853bb0b5a1b7424f0259ed2050525b9ebc1506eeaf41c625c8708fe9333
ink-charon/codepilot_lite	main	ok	41	ca87dc0b91d64348419e8828c4e2f2534bf256519a0a766316289f6802956db0
354685856-sn/claude-obsidian-learning	master	ok	7	3d5a41d4ad85cd65a78eb0944b314084c2f932e46dd6f54b2014d4272f3bb3b8
Ruafieldphase/shion-ai	main	ok	362	23dd7a665e87bec03909014142b475496db2b164b387894f27591782f45bfa42
hhamja/loopkit	main	ok	63	229d7400c5f992fa8c3aeaf5245c3803dd2f7eab4ca5a0ab2c72aa36572ff91e
mandarnilange/agentforge	main	ok	618	1aefd5508a9e8e87fc3fe92394ab8964a5722e76a165a80dbef6a672dd1088a0
barry166/tiny-claw	codex/session-plan-mode-cli	ok	134	32183f98621c8efa25393a2d193543068a2434fb2531e55868ed9ef8f43ddd5d
arsham/rivet	master	ok	2688	b46183f8e7f9928cd6d460b54ea6773217c71253fb0ef0d9c34516cddf913b92
